state,product_,date,created_by,leads,prelim_quotes,final_qotes,purchases,cr
ca,ho6,7/21/2018,Agent,14,14,14,1,0.071428571
ca,ho6,7/21/2018,Online,45,29,25,0,0
ca,ho3,7/22/2018,Agent,53,48,41,7,0.132075472
ca,ho3,7/22/2018,Online,156,80,16,8,0.051282051
ca,ho6,7/22/2018,Agent,6,6,5,0,0
ca,ho6,7/22/2018,Online,21,12,5,2,0.095238095
ca,ho3,7/23/2018,Agent,68,62,50,10,0.147058824
ca,ho3,7/23/2018,Online,194,111,37,12,0.06185567
ca,ho6,7/23/2018,Agent,9,8,6,0,0
ca,ho6,7/23/2018,Online,38,15,2,2,0.052631579
ca,ho3,7/24/2018,Agent,83,79,70,9,0.108433735
ca,ho3,7/24/2018,Online,251,160,48,15,0.059760956
ca,ho6,7/24/2018,Agent,11,11,11,1,0.090909091
ca,ho6,7/24/2018,Online,35,21,5,1,0.028571429
ca,ho3,7/25/2018,Agent,67,65,58,12,0.179104478
ca,ho3,7/25/2018,Online,229,145,37,18,0.07860262
ca,ho6,7/25/2018,Agent,12,12,12,0,0
ca,ho6,7/25/2018,Online,51,25,12,4,0.078431373
ca,ho3,7/26/2018,Agent,72,71,64,9,0.125
ca,ho3,7/26/2018,Online,217,132,49,23,0.105990783
ca,ho6,7/26/2018,Agent,9,9,8,0,0
ca,ho6,7/26/2018,Online,20,15,6,4,0.2
ca,ho3,7/27/2018,Agent,85,82,71,10,0.117647059
ca,ho3,7/27/2018,Online,217,130,40,20,0.092165899
ca,ho6,7/27/2018,Agent,10,10,9,1,0.1
ca,ho6,7/27/2018,Online,45,24,8,4,0.088888889
ca,ho3,7/28/2018,Agent,42,35,33,4,0.095238095
ca,ho3,7/28/2018,Online,175,102,34,13,0.074285714
ca,ho6,7/28/2018,Agent,10,10,10,1,0.1
ca,ho6,7/28/2018,Online,35,19,11,6,0.171428571
ca,ho3,7/29/2018,Agent,32,30,26,5,0.15625
ca,ho3,7/29/2018,Online,158,85,17,8,0.050632911
ca,ho6,7/29/2018,Agent,11,10,6,1,0.090909091
ca,ho6,7/29/2018,Online,29,21,5,4,0.137931034
ca,ho3,7/30/2018,Agent,82,74,63,14,0.170731707
ca,ho3,7/30/2018,Online,227,145,48,20,0.088105727
ca,ho6,7/30/2018,Agent,12,12,10,3,0.25
ca,ho6,7/30/2018,Online,27,15,3,0,0
ca,ho3,7/31/2018,Agent,93,87,80,15,0.161290323
ca,ho3,7/31/2018,Online,234,139,37,19,0.081196581
ca,ho6,7/31/2018,Agent,9,7,7,2,0.222222222
ca,ho6,7/31/2018,Online,38,22,9,4,0.105263158
ca,ho3,8/1/2018,Agent,78,73,63,11,0.141025641
ca,ho3,8/1/2018,Online,235,129,33,14,0.059574468
ca,ho6,8/1/2018,Agent,13,13,11,5,0.384615385
ca,ho6,8/1/2018,Online,32,21,9,7,0.21875
ca,ho3,8/2/2018,Agent,84,81,72,8,0.095238095
ca,ho3,8/2/2018,Online,195,106,36,18,0.092307692
ca,ho6,8/2/2018,Agent,12,12,11,3,0.25
ca,ho6,8/2/2018,Online,40,23,4,2,0.05
ca,ho3,8/3/2018,Agent,67,64,57,9,0.134328358
ca,ho3,8/3/2018,Online,182,107,30,13,0.071428571
ca,ho6,8/3/2018,Agent,10,10,9,1,0.1
ca,ho6,8/3/2018,Online,38,20,9,7,0.184210526
ca,ho3,8/4/2018,Agent,60,57,52,8,0.133333333
ca,ho3,8/4/2018,Online,158,100,34,17,0.107594937
ca,ho6,8/4/2018,Agent,6,5,5,1,0.166666667
ca,ho6,8/4/2018,Online,24,12,1,0,0
ca,ho3,8/5/2018,Agent,39,38,34,3,0.076923077
ca,ho3,8/5/2018,Online,125,74,15,6,0.048
ca,ho6,8/5/2018,Agent,5,5,3,2,0.4
ca,ho6,8/5/2018,Online,25,13,2,1,0.04
ca,ho3,8/6/2018,Agent,63,57,46,12,0.19047619
ca,ho3,8/6/2018,Online,211,120,31,5,0.023696682
ca,ho6,8/6/2018,Agent,18,16,15,4,0.222222222
ca,ho6,8/6/2018,Online,46,23,7,1,0.02173913
ca,ho3,8/7/2018,Agent,78,75,64,15,0.192307692
ca,ho3,8/7/2018,Online,226,132,44,19,0.084070796
ca,ho6,8/7/2018,Agent,17,17,14,2,0.117647059
ca,ho6,8/7/2018,Online,49,31,12,6,0.12244898
ca,ho3,8/8/2018,Agent,56,50,41,10,0.178571429
ca,ho3,8/8/2018,Online,211,128,43,15,0.071090047
ca,ho6,8/8/2018,Agent,18,17,15,6,0.333333333
ca,ho6,8/8/2018,Online,38,27,7,4,0.105263158
ca,ho3,8/9/2018,Agent,73,66,57,14,0.191780822
ca,ho3,8/9/2018,Online,191,106,29,13,0.068062827
ca,ho6,8/9/2018,Agent,13,13,13,3,0.230769231
ca,ho6,8/9/2018,Online,30,13,6,4,0.133333333
ca,ho3,8/10/2018,Agent,59,53,46,11,0.186440678
ca,ho3,8/10/2018,Online,185,110,37,15,0.081081081
ca,ho6,8/10/2018,Agent,11,11,10,1,0.090909091
ca,ho6,8/10/2018,Online,37,25,5,2,0.054054054
ca,ho3,8/11/2018,Agent,54,50,42,8,0.148148148
ca,ho3,8/11/2018,Online,125,76,26,14,0.112
ca,ho6,8/11/2018,Agent,5,4,3,0,0
ca,ho6,8/11/2018,Online,27,12,2,1,0.037037037
ca,ho3,8/12/2018,Agent,41,40,36,3,0.073170732
ca,ho3,8/12/2018,Online,145,66,16,6,0.04137931
ca,ho6,8/12/2018,Agent,5,5,3,0,0
ca,ho6,8/12/2018,Online,17,11,2,2,0.117647059
ca,ho3,8/13/2018,Agent,70,68,53,14,0.2
ca,ho3,8/13/2018,Online,177,108,27,9,0.050847458
ca,ho6,8/13/2018,Agent,6,6,6,0,0
ca,ho6,8/13/2018,Online,39,19,7,3,0.076923077
ca,ho3,8/14/2018,Agent,80,71,60,12,0.15
ca,ho3,8/14/2018,Online,202,101,27,9,0.044554455
ca,ho6,8/14/2018,Agent,10,9,8,2,0.2
ca,ho6,8/14/2018,Online,31,20,8,3,0.096774194
ca,ho3,8/15/2018,Agent,86,77,65,21,0.244186047
ca,ho3,8/15/2018,Online,202,126,43,16,0.079207921
ca,ho6,8/15/2018,Agent,10,10,8,1,0.1
ca,ho6,8/15/2018,Online,31,22,4,2,0.064516129
ca,ho3,8/16/2018,Agent,67,64,57,10,0.149253731
ca,ho3,8/16/2018,Online,203,111,37,12,0.0591133
ca,ho6,8/16/2018,Agent,16,15,14,3,0.1875
ca,ho6,8/16/2018,Online,31,23,10,4,0.129032258
ca,ho3,8/17/2018,Agent,60,51,46,7,0.116666667
ca,ho3,8/17/2018,Online,183,105,41,15,0.081967213
ca,ho6,8/17/2018,Agent,16,16,15,3,0.1875
ca,ho6,8/17/2018,Online,36,17,6,2,0.055555556
ca,ho3,8/18/2018,Agent,36,36,30,6,0.166666667
ca,ho3,8/18/2018,Online,134,77,23,7,0.052238806
ca,ho6,8/18/2018,Agent,7,6,5,0,0
ca,ho6,8/18/2018,Online,21,12,4,1,0.047619048
ca,ho3,8/19/2018,Agent,39,39,36,4,0.102564103
ca,ho3,8/19/2018,Online,111,51,12,4,0.036036036
ca,ho6,8/19/2018,Agent,5,5,4,0,0
ca,ho6,8/19/2018,Online,14,8,2,1,0.071428571
ca,ho3,8/20/2018,Agent,65,62,55,20,0.307692308
ca,ho3,8/20/2018,Online,183,94,26,13,0.071038251
ca,ho6,8/20/2018,Agent,8,8,8,2,0.25
ca,ho6,8/20/2018,Online,42,28,10,3,0.071428571
ca,ho3,8/21/2018,Agent,73,67,60,9,0.123287671
ca,ho3,8/21/2018,Online,193,107,35,12,0.062176166
ca,ho6,8/21/2018,Agent,12,11,10,1,0.083333333
ca,ho6,8/21/2018,Online,43,22,5,1,0.023255814
ca,ho3,8/22/2018,Agent,189,181,81,10,0.052910053
ca,ho3,8/22/2018,Online,423,195,57,19,0.044917258
ca,ho6,8/22/2018,Agent,29,29,12,2,0.068965517
ca,ho6,8/22/2018,Online,79,37,11,3,0.037974684
ca,ho3,8/23/2018,Agent,145,138,77,13,0.089655172
ca,ho3,8/23/2018,Online,303,141,33,10,0.0330033
ca,ho6,8/23/2018,Agent,31,31,16,1,0.032258065
ca,ho6,8/23/2018,Online,52,27,10,4,0.076923077
ca,ho3,8/24/2018,Agent,87,83,65,17,0.195402299
ca,ho3,8/24/2018,Online,213,100,26,13,0.061032864
ca,ho6,8/24/2018,Agent,11,9,9,2,0.181818182
ca,ho6,8/24/2018,Online,46,21,6,4,0.086956522
ca,ho3,8/25/2018,Agent,46,42,31,5,0.108695652
ca,ho3,8/25/2018,Online,120,66,23,10,0.083333333
ca,ho6,8/25/2018,Agent,9,9,9,0,0
ca,ho6,8/25/2018,Online,24,17,7,5,0.208333333
ca,ho3,8/26/2018,Agent,40,38,33,3,0.075
ca,ho3,8/26/2018,Online,119,62,18,10,0.084033613
ca,ho6,8/26/2018,Agent,6,6,5,0,0
ca,ho6,8/26/2018,Online,20,11,0,0,0
ca,ho3,8/27/2018,Agent,56,53,47,14,0.25
ca,ho3,8/27/2018,Online,173,106,20,10,0.057803468
ca,ho6,8/27/2018,Agent,13,13,12,1,0.076923077
ca,ho6,8/27/2018,Online,21,12,2,2,0.095238095
ca,ho3,8/28/2018,Agent,71,65,55,11,0.154929577
ca,ho3,8/28/2018,Online,195,117,32,16,0.082051282
ca,ho6,8/28/2018,Agent,14,14,11,1,0.071428571
ca,ho6,8/28/2018,Online,34,20,6,1,0.029411765
ca,ho3,8/29/2018,Agent,68,65,56,12,0.176470588
ca,ho3,8/29/2018,Online,188,106,25,13,0.069148936
ca,ho6,8/29/2018,Agent,17,16,15,1,0.058823529
ca,ho6,8/29/2018,Online,43,22,7,5,0.11627907
ca,ho3,8/30/2018,Agent,78,74,63,15,0.192307692
ca,ho3,8/30/2018,Online,190,105,27,11,0.057894737
ca,ho6,8/30/2018,Agent,15,15,15,1,0.066666667
ca,ho6,8/30/2018,Online,35,22,7,4,0.114285714
ca,ho3,8/31/2018,Agent,65,62,51,5,0.076923077
ca,ho3,8/31/2018,Online,182,100,33,18,0.098901099
ca,ho6,8/31/2018,Agent,10,10,9,3,0.3
ca,ho6,8/31/2018,Online,19,12,6,2,0.105263158
ca,ho3,9/1/2018,Agent,39,37,28,4,0.102564103
ca,ho3,9/1/2018,Online,103,61,21,12,0.116504854
ca,ho6,9/1/2018,Agent,5,5,5,0,0
ca,ho6,9/1/2018,Online,13,7,3,3,0.230769231
ca,ho3,9/2/2018,Agent,31,30,25,1,0.032258065
ca,ho3,9/2/2018,Online,97,50,12,7,0.072164948
ca,ho6,9/2/2018,Agent,3,3,3,0,0
ca,ho6,9/2/2018,Online,16,9,2,1,0.0625
ca,ho3,9/3/2018,Agent,32,31,27,4,0.125
ca,ho3,9/3/2018,Online,90,51,17,7,0.077777778
ca,ho6,9/3/2018,Agent,3,3,2,0,0
ca,ho6,9/3/2018,Online,17,9,2,1,0.058823529
ca,ho3,9/4/2018,Agent,64,63,52,14,0.21875
ca,ho3,9/4/2018,Online,154,90,23,12,0.077922078
ca,ho6,9/4/2018,Agent,8,8,8,0,0
ca,ho6,9/4/2018,Online,24,11,3,1,0.041666667
ca,ho3,9/5/2018,Agent,84,80,73,12,0.142857143
ca,ho3,9/5/2018,Online,185,105,31,14,0.075675676
ca,ho6,9/5/2018,Agent,12,11,10,3,0.25
ca,ho6,9/5/2018,Online,28,17,6,2,0.071428571
ca,ho3,9/6/2018,Agent,84,79,67,15,0.178571429
ca,ho3,9/6/2018,Online,196,111,40,18,0.091836735
ca,ho6,9/6/2018,Agent,15,14,11,3,0.2
ca,ho6,9/6/2018,Online,34,24,10,6,0.176470588
ca,ho3,9/7/2018,Agent,57,57,50,11,0.192982456
ca,ho3,9/7/2018,Online,180,99,24,9,0.05
ca,ho6,9/7/2018,Agent,12,11,10,1,0.083333333
ca,ho6,9/7/2018,Online,25,18,7,3,0.12
ca,ho3,9/8/2018,Agent,33,33,29,5,0.151515152
ca,ho3,9/8/2018,Online,110,58,12,9,0.081818182
ca,ho6,9/8/2018,Agent,5,5,5,2,0.4
ca,ho6,9/8/2018,Online,18,11,4,2,0.111111111
ca,ho3,9/9/2018,Agent,45,42,39,5,0.111111111
ca,ho3,9/9/2018,Online,101,58,16,10,0.099009901
ca,ho6,9/9/2018,Agent,10,10,8,1,0.1
ca,ho6,9/9/2018,Online,19,10,4,1,0.052631579
ca,ho3,9/10/2018,Agent,49,49,46,8,0.163265306
ca,ho3,9/10/2018,Online,142,86,20,11,0.077464789
ca,ho6,9/10/2018,Agent,6,5,5,1,0.166666667
ca,ho6,9/10/2018,Online,22,12,2,1,0.045454545
ca,ho3,9/11/2018,Agent,66,65,58,11,0.166666667
ca,ho3,9/11/2018,Online,194,124,30,10,0.051546392
ca,ho6,9/11/2018,Agent,9,9,8,3,0.333333333
ca,ho6,9/11/2018,Online,30,16,7,4,0.133333333
ca,ho3,9/12/2018,Agent,86,85,73,9,0.104651163
ca,ho3,9/12/2018,Online,154,86,25,10,0.064935065
ca,ho6,9/12/2018,Agent,12,12,10,2,0.166666667
ca,ho6,9/12/2018,Online,27,18,10,9,0.333333333
ca,ho3,9/13/2018,Agent,69,67,61,14,0.202898551
ca,ho3,9/13/2018,Online,185,113,34,22,0.118918919
ca,ho6,9/13/2018,Agent,10,10,10,0,0
ca,ho6,9/13/2018,Online,22,16,6,4,0.181818182
ca,ho3,9/14/2018,Agent,84,81,75,16,0.19047619
ca,ho3,9/14/2018,Online,179,105,28,11,0.061452514
ca,ho6,9/14/2018,Agent,10,10,10,1,0.1
ca,ho6,9/14/2018,Online,25,17,5,2,0.08
ca,ho3,9/15/2018,Agent,52,50,43,6,0.115384615
ca,ho3,9/15/2018,Online,109,70,19,12,0.110091743
ca,ho6,9/15/2018,Agent,8,8,8,4,0.5
ca,ho6,9/15/2018,Online,18,16,3,1,0.055555556
ca,ho3,9/16/2018,Agent,31,28,25,4,0.129032258
ca,ho3,9/16/2018,Online,117,69,12,6,0.051282051
ca,ho6,9/16/2018,Agent,12,12,12,0,0
ca,ho6,9/16/2018,Online,31,21,8,4,0.129032258
ca,ho3,9/17/2018,Agent,65,65,51,11,0.169230769
ca,ho3,9/17/2018,Online,162,91,21,11,0.067901235
ca,ho6,9/17/2018,Agent,8,8,8,3,0.375
ca,ho6,9/17/2018,Online,23,19,9,4,0.173913043
ca,ho3,9/18/2018,Agent,67,65,56,13,0.194029851
ca,ho3,9/18/2018,Online,181,105,32,16,0.08839779
ca,ho6,9/18/2018,Agent,14,14,14,4,0.285714286
ca,ho6,9/18/2018,Online,36,27,11,5,0.138888889
ca,ho3,9/19/2018,Agent,79,79,68,6,0.075949367
ca,ho3,9/19/2018,Online,180,115,40,21,0.116666667
ca,ho6,9/19/2018,Agent,13,13,10,1,0.076923077
ca,ho6,9/19/2018,Online,36,24,8,1,0.027777778
ca,ho3,9/20/2018,Agent,124,121,89,15,0.120967742
ca,ho3,9/20/2018,Online,206,111,37,17,0.082524272
ca,ho6,9/20/2018,Agent,26,25,17,1,0.038461538
ca,ho6,9/20/2018,Online,44,24,12,8,0.181818182
ca,ho3,9/21/2018,Agent,83,81,70,15,0.180722892
ca,ho3,9/21/2018,Online,155,92,24,11,0.070967742
ca,ho6,9/21/2018,Agent,17,17,13,3,0.176470588
ca,ho6,9/21/2018,Online,24,17,8,2,0.083333333
ca,ho3,9/22/2018,Agent,45,45,40,14,0.311111111
ca,ho3,9/22/2018,Online,109,68,27,10,0.091743119
ca,ho6,9/22/2018,Agent,8,8,8,3,0.375
ca,ho6,9/22/2018,Online,12,8,3,2,0.166666667
ca,ho3,9/23/2018,Agent,37,35,33,1,0.027027027
ca,ho3,9/23/2018,Online,103,59,20,7,0.067961165
ca,ho6,9/23/2018,Agent,9,8,8,0,0
ca,ho6,9/23/2018,Online,21,8,4,3,0.142857143
ca,ho3,9/24/2018,Agent,56,56,49,10,0.178571429
ca,ho3,9/24/2018,Online,152,86,21,11,0.072368421
ca,ho6,9/24/2018,Agent,11,11,9,3,0.272727273
ca,ho6,9/24/2018,Online,26,16,5,2,0.076923077
ca,ho3,9/25/2018,Agent,107,105,75,21,0.196261682
ca,ho3,9/25/2018,Online,265,148,42,18,0.067924528
ca,ho6,9/25/2018,Agent,21,20,16,4,0.19047619
ca,ho6,9/25/2018,Online,58,30,14,7,0.120689655
ca,ho3,9/26/2018,Agent,91,91,71,18,0.197802198
ca,ho3,9/26/2018,Online,203,120,39,23,0.113300493
ca,ho6,9/26/2018,Agent,12,12,12,2,0.166666667
ca,ho6,9/26/2018,Online,39,25,7,3,0.076923077
ca,ho3,9/27/2018,Agent,83,79,69,20,0.240963855
ca,ho3,9/27/2018,Online,189,126,47,24,0.126984127
ca,ho6,9/27/2018,Agent,23,22,21,1,0.043478261
ca,ho6,9/27/2018,Online,36,27,10,7,0.194444444
ca,ho3,9/28/2018,Agent,62,58,46,14,0.225806452
ca,ho3,9/28/2018,Online,189,109,38,16,0.084656085
ca,ho6,9/28/2018,Agent,15,15,13,4,0.266666667
ca,ho6,9/28/2018,Online,36,25,7,2,0.055555556
ca,ho3,9/29/2018,Agent,54,53,41,6,0.111111111
ca,ho3,9/29/2018,Online,142,74,23,8,0.056338028
ca,ho6,9/29/2018,Agent,9,9,8,4,0.444444444
ca,ho6,9/29/2018,Online,38,21,4,3,0.078947368
ca,ho3,9/30/2018,Agent,42,41,31,7,0.166666667
ca,ho3,9/30/2018,Online,112,59,12,7,0.0625
ca,ho6,9/30/2018,Agent,7,7,6,1,0.142857143
ca,ho6,9/30/2018,Online,13,8,3,1,0.076923077
il,ho3,7/1/2018,Agent,7,7,3,0,0
il,ho3,7/1/2018,Online,19,8,0,0,0
il,ho6,7/1/2018,Online,3,3,1,1,0.333333333
il,ho3,7/2/2018,Agent,11,10,9,1,0.090909091
il,ho3,7/2/2018,Online,21,13,2,0,0
il,ho6,7/2/2018,Agent,4,4,4,0,0
il,ho6,7/2/2018,Online,3,2,1,0,0
il,ho3,7/3/2018,Agent,6,6,4,0,0
il,ho3,7/3/2018,Online,20,12,3,2,0.1
il,ho6,7/3/2018,Agent,3,3,3,0,0
il,ho6,7/3/2018,Online,4,3,1,1,0.25
il,ho3,7/4/2018,Agent,6,6,3,0,0
il,ho3,7/4/2018,Online,15,9,1,0,0
il,ho6,7/4/2018,Agent,1,1,1,0,0
il,ho6,7/4/2018,Online,5,1,0,0,0
il,ho3,7/5/2018,Agent,12,12,10,1,0.083333333
il,ho3,7/5/2018,Online,17,9,3,1,0.058823529
il,ho6,7/5/2018,Agent,2,2,2,0,0
il,ho6,7/5/2018,Online,5,4,1,1,0.2
il,ho3,7/6/2018,Agent,9,9,7,4,0.444444444
il,ho3,7/6/2018,Online,26,20,4,2,0.076923077
il,ho6,7/6/2018,Agent,2,2,2,0,0
il,ho6,7/6/2018,Online,2,2,1,1,0.5
il,ho3,7/7/2018,Agent,9,9,5,1,0.111111111
il,ho3,7/7/2018,Online,15,11,1,0,0
il,ho6,7/7/2018,Agent,3,2,2,1,0.333333333
il,ho6,7/7/2018,Online,2,1,0,0,0
il,ho3,7/8/2018,Agent,4,4,3,1,0.25
il,ho3,7/8/2018,Online,19,12,5,2,0.105263158
il,ho6,7/8/2018,Agent,1,1,1,0,0
il,ho6,7/8/2018,Online,3,1,1,1,0.333333333
il,ho3,7/9/2018,Agent,12,12,8,0,0
il,ho3,7/9/2018,Online,32,18,7,5,0.15625
il,ho6,7/9/2018,Agent,2,2,2,0,0
il,ho6,7/9/2018,Online,4,3,1,1,0.25
il,ho3,7/10/2018,Agent,8,8,4,0,0
il,ho3,7/10/2018,Online,33,18,5,0,0
il,ho6,7/10/2018,Agent,2,2,1,0,0
il,ho6,7/10/2018,Online,8,5,2,2,0.25
il,ho3,7/11/2018,Agent,9,9,8,2,0.222222222
il,ho3,7/11/2018,Online,29,17,0,0,0
il,ho6,7/11/2018,Agent,5,5,4,0,0
il,ho6,7/11/2018,Online,9,7,4,2,0.222222222
il,ho3,7/12/2018,Agent,15,15,15,0,0
il,ho3,7/12/2018,Online,38,23,5,1,0.026315789
il,ho6,7/12/2018,Agent,3,3,3,0,0
il,ho6,7/12/2018,Online,11,5,1,0,0
il,ho3,7/13/2018,Agent,11,11,10,0,0
il,ho3,7/13/2018,Online,24,15,4,2,0.083333333
il,ho6,7/13/2018,Agent,1,1,1,0,0
il,ho6,7/13/2018,Online,5,5,2,2,0.4
il,ho3,7/14/2018,Agent,4,4,2,0,0
il,ho3,7/14/2018,Online,12,6,0,0,0
il,ho6,7/14/2018,Online,6,6,1,1,0.166666667
il,ho3,7/15/2018,Agent,5,5,5,0,0
il,ho3,7/15/2018,Online,14,7,3,0,0
il,ho6,7/15/2018,Agent,2,2,1,1,0.5
il,ho6,7/15/2018,Online,5,3,2,2,0.4
il,ho3,7/16/2018,Agent,8,8,5,0,0
il,ho3,7/16/2018,Online,31,21,5,0,0
il,ho6,7/16/2018,Online,5,2,1,0,0
il,ho3,7/17/2018,Agent,5,5,4,2,0.4
il,ho3,7/17/2018,Online,44,28,7,1,0.022727273
il,ho6,7/17/2018,Agent,2,2,2,1,0.5
il,ho6,7/17/2018,Online,2,1,1,1,0.5
il,ho3,7/18/2018,Agent,12,10,6,1,0.083333333
il,ho3,7/18/2018,Online,32,15,5,1,0.03125
il,ho6,7/18/2018,Agent,3,3,3,0,0
il,ho6,7/18/2018,Online,8,6,4,2,0.25
il,ho3,7/19/2018,Agent,11,11,10,3,0.272727273
il,ho3,7/19/2018,Online,31,20,5,3,0.096774194
il,ho6,7/19/2018,Agent,2,2,2,0,0
il,ho6,7/19/2018,Online,11,4,2,1,0.090909091
il,ho3,7/20/2018,Agent,9,9,9,0,0
il,ho3,7/20/2018,Online,28,19,4,2,0.071428571
il,ho6,7/20/2018,Agent,1,1,1,0,0
il,ho6,7/20/2018,Online,3,0,0,0,0
il,ho3,7/21/2018,Agent,7,7,6,1,0.142857143
il,ho3,7/21/2018,Online,21,15,5,2,0.095238095
il,ho6,7/21/2018,Agent,2,2,2,0,0
il,ho6,7/21/2018,Online,3,2,0,0,0
il,ho3,7/22/2018,Agent,4,4,2,0,0
il,ho3,7/22/2018,Online,20,13,5,2,0.1
il,ho6,7/22/2018,Agent,2,2,2,0,0
il,ho6,7/22/2018,Online,5,2,2,2,0.4
il,ho3,7/23/2018,Agent,5,5,3,0,0
il,ho3,7/23/2018,Online,32,20,5,2,0.0625
il,ho6,7/23/2018,Online,3,2,0,0,0
il,ho3,7/24/2018,Agent,12,12,10,1,0.083333333
il,ho3,7/24/2018,Online,31,15,6,2,0.064516129
il,ho6,7/24/2018,Agent,3,3,3,1,0.333333333
il,ho6,7/24/2018,Online,4,3,1,0,0
il,ho3,7/25/2018,Agent,13,13,11,4,0.307692308
il,ho3,7/25/2018,Online,37,26,5,2,0.054054054
il,ho6,7/25/2018,Agent,3,3,3,1,0.333333333
il,ho6,7/25/2018,Online,7,2,0,0,0
il,ho3,7/26/2018,Agent,13,13,8,1,0.076923077
il,ho3,7/26/2018,Online,33,19,3,2,0.060606061
il,ho6,7/26/2018,Agent,3,3,2,0,0
il,ho6,7/26/2018,Online,10,8,4,0,0
il,ho3,7/27/2018,Agent,8,8,4,0,0
il,ho3,7/27/2018,Online,29,18,4,1,0.034482759
il,ho6,7/27/2018,Online,3,3,3,1,0.333333333
il,ho3,7/28/2018,Agent,2,2,2,0,0
il,ho3,7/28/2018,Online,25,17,2,1,0.04
il,ho6,7/28/2018,Online,4,2,1,1,0.25
il,ho3,7/29/2018,Agent,4,4,3,0,0
il,ho3,7/29/2018,Online,9,5,0,0,0
il,ho6,7/29/2018,Agent,1,1,1,1,1
il,ho6,7/29/2018,Online,3,2,1,0,0
il,ho3,7/30/2018,Agent,4,4,3,0,0
il,ho3,7/30/2018,Online,24,12,2,0,0
il,ho6,7/30/2018,Agent,3,3,3,0,0
il,ho6,7/30/2018,Online,6,5,5,3,0.5
il,ho3,7/31/2018,Agent,15,13,9,3,0.2
il,ho3,7/31/2018,Online,30,20,2,0,0
il,ho6,7/31/2018,Agent,0,0,0,0,0
il,ho6,7/31/2018,Online,9,8,5,2,0.222222222
il,ho3,8/1/2018,Agent,5,5,5,0,0
il,ho3,8/1/2018,Online,28,13,3,1,0.035714286
il,ho6,8/1/2018,Agent,1,1,1,0,0
il,ho6,8/1/2018,Online,8,4,1,1,0.125
il,ho3,8/2/2018,Agent,5,5,4,0,0
il,ho3,8/2/2018,Online,25,14,3,2,0.08
il,ho6,8/2/2018,Online,3,2,1,1,0.333333333
il,ho3,8/3/2018,Agent,6,6,5,0,0
il,ho3,8/3/2018,Online,16,14,2,0,0
il,ho6,8/3/2018,Agent,1,1,1,0,0
il,ho6,8/3/2018,Online,9,5,2,2,0.222222222
il,ho3,8/4/2018,Agent,2,2,1,0,0
il,ho3,8/4/2018,Online,18,15,3,1,0.055555556
il,ho6,8/4/2018,Agent,3,3,2,0,0
il,ho6,8/4/2018,Online,3,2,0,0,0
il,ho3,8/5/2018,Agent,5,5,4,1,0.2
il,ho3,8/5/2018,Online,12,7,3,2,0.166666667
il,ho6,8/5/2018,Online,1,1,1,1,1
il,ho3,8/6/2018,Agent,9,9,7,1,0.111111111
il,ho3,8/6/2018,Online,27,14,4,2,0.074074074
il,ho6,8/6/2018,Agent,2,2,2,1,0.5
il,ho6,8/6/2018,Online,9,4,0,0,0
il,ho3,8/7/2018,Agent,9,8,6,1,0.111111111
il,ho3,8/7/2018,Online,32,21,5,3,0.09375
il,ho6,8/7/2018,Agent,2,2,2,0,0
il,ho6,8/7/2018,Online,9,5,1,0,0
il,ho3,8/8/2018,Agent,8,8,5,0,0
il,ho3,8/8/2018,Online,37,19,6,3,0.081081081
il,ho6,8/8/2018,Agent,4,4,4,0,0
il,ho6,8/8/2018,Online,11,7,4,3,0.272727273
il,ho3,8/9/2018,Agent,10,9,7,0,0
il,ho3,8/9/2018,Online,24,21,2,0,0
il,ho6,8/9/2018,Agent,5,5,4,0,0
il,ho6,8/9/2018,Online,9,4,1,0,0
il,ho3,8/10/2018,Agent,12,12,10,2,0.166666667
il,ho3,8/10/2018,Online,22,16,3,1,0.045454545
il,ho6,8/10/2018,Agent,3,3,3,1,0.333333333
il,ho6,8/10/2018,Online,7,3,2,1,0.142857143
il,ho3,8/11/2018,Agent,4,3,2,0,0
il,ho3,8/11/2018,Online,14,9,2,1,0.071428571
il,ho6,8/11/2018,Agent,1,1,1,1,1
il,ho6,8/11/2018,Online,1,0,0,0,0
il,ho3,8/12/2018,Agent,6,6,4,1,0.166666667
il,ho3,8/12/2018,Online,15,11,2,1,0.066666667
il,ho6,8/12/2018,Online,6,4,2,1,0.166666667
il,ho3,8/13/2018,Agent,11,10,9,0,0
il,ho3,8/13/2018,Online,22,16,5,2,0.090909091
il,ho6,8/13/2018,Agent,2,2,2,0,0
il,ho6,8/13/2018,Online,8,5,3,2,0.25
il,ho3,8/14/2018,Agent,9,9,8,0,0
il,ho3,8/14/2018,Online,23,18,2,1,0.043478261
il,ho6,8/14/2018,Agent,3,3,3,2,0.666666667
il,ho6,8/14/2018,Online,11,3,1,1,0.090909091
il,ho3,8/15/2018,Agent,12,12,8,3,0.25
il,ho3,8/15/2018,Online,34,25,4,0,0
il,ho6,8/15/2018,Agent,1,1,1,0,0
il,ho6,8/15/2018,Online,3,2,0,0,0
il,ho3,8/16/2018,Agent,10,10,8,2,0.2
il,ho3,8/16/2018,Online,23,15,4,1,0.043478261
il,ho6,8/16/2018,Agent,2,2,2,1,0.5
il,ho6,8/16/2018,Online,6,3,1,0,0
il,ho3,8/17/2018,Agent,2,2,2,0,0
il,ho3,8/17/2018,Online,22,13,0,0,0
il,ho6,8/17/2018,Agent,1,1,1,0,0
