state,product_,date,created_by,leads,prelim_quotes,final_qotes,purchases,cr
ms,ho3,8/6/2018,Online,6,3,1,0,0
ms,ho3,8/7/2018,Agent,5,3,2,0,0
ms,ho3,8/7/2018,Online,14,13,2,0,0
ms,ho3,8/8/2018,Agent,6,6,5,0,0
ms,ho3,8/8/2018,Online,12,4,0,0,0
ms,ho3,8/9/2018,Agent,5,5,5,0,0
ms,ho3,8/9/2018,Online,12,6,1,1,0.083333333
ms,ho3,8/10/2018,Agent,4,4,4,0,0
ms,ho3,8/10/2018,Online,16,12,1,1,0.0625
ms,ho3,8/11/2018,Agent,1,1,1,0,0
ms,ho3,8/11/2018,Online,6,3,2,0,0
ms,ho3,8/12/2018,Agent,3,3,3,0,0
ms,ho3,8/12/2018,Online,4,3,0,0,0
ms,ho3,8/13/2018,Agent,6,6,5,0,0
ms,ho3,8/13/2018,Online,14,9,2,0,0
ms,ho3,8/14/2018,Agent,5,5,5,0,0
ms,ho3,8/14/2018,Online,14,11,5,2,0.142857143
ms,ho3,8/15/2018,Online,13,8,1,0,0
ms,ho3,8/16/2018,Agent,4,4,4,1,0.25
ms,ho3,8/16/2018,Online,18,10,0,0,0
ms,ho3,8/17/2018,Agent,2,2,2,0,0
ms,ho3,8/17/2018,Online,14,6,1,0,0
ms,ho3,8/18/2018,Agent,3,3,3,0,0
ms,ho3,8/18/2018,Online,6,6,1,0,0
ms,ho3,8/19/2018,Agent,4,4,4,0,0
ms,ho3,8/19/2018,Online,12,9,3,1,0.083333333
ms,ho3,8/20/2018,Agent,3,3,2,2,0.666666667
ms,ho3,8/20/2018,Online,17,11,1,1,0.058823529
ms,ho3,8/21/2018,Agent,3,3,2,0,0
ms,ho3,8/21/2018,Online,12,8,2,1,0.083333333
ms,ho3,8/22/2018,Agent,9,9,1,0,0
ms,ho3,8/22/2018,Online,32,11,3,0,0
ms,ho3,8/23/2018,Agent,13,13,6,1,0.076923077
ms,ho3,8/23/2018,Online,23,9,2,1,0.043478261
ms,ho3,8/24/2018,Agent,9,9,7,1,0.111111111
ms,ho3,8/24/2018,Online,7,3,2,1,0.142857143
ms,ho3,8/25/2018,Agent,2,2,2,0,0
ms,ho3,8/25/2018,Online,3,1,0,0,0
ms,ho3,8/26/2018,Agent,2,2,2,0,0
ms,ho3,8/26/2018,Online,2,1,0,0,0
ms,ho3,8/27/2018,Agent,7,6,5,0,0
ms,ho3,8/27/2018,Online,12,7,1,0,0
ms,ho3,8/28/2018,Agent,3,3,3,0,0
ms,ho3,8/28/2018,Online,16,10,3,2,0.125
ms,ho3,8/29/2018,Agent,9,9,7,0,0
ms,ho3,8/29/2018,Online,15,11,2,0,0
ms,ho3,8/30/2018,Agent,6,6,5,0,0
ms,ho3,8/30/2018,Online,16,11,2,0,0
ms,ho3,8/31/2018,Agent,4,4,2,0,0
ms,ho3,8/31/2018,Online,10,7,2,0,0
ms,ho3,9/1/2018,Agent,3,3,3,0,0
ms,ho3,9/1/2018,Online,6,5,0,0,0
ms,ho3,9/2/2018,Agent,3,3,3,0,0
ms,ho3,9/2/2018,Online,3,2,1,0,0
ms,ho3,9/3/2018,Agent,3,3,3,0,0
ms,ho3,9/3/2018,Online,13,11,3,0,0
ms,ho3,9/4/2018,Agent,5,5,4,0,0
ms,ho3,9/4/2018,Online,15,10,3,0,0
ms,ho3,9/5/2018,Agent,3,2,1,0,0
ms,ho3,9/5/2018,Online,15,8,1,0,0
ms,ho3,9/6/2018,Agent,3,3,2,0,0
ms,ho3,9/6/2018,Online,17,9,0,0,0
ms,ho3,9/7/2018,Agent,2,2,2,1,0.5
ms,ho3,9/7/2018,Online,12,10,1,1,0.083333333
ms,ho3,9/8/2018,Agent,4,4,3,0,0
ms,ho3,9/8/2018,Online,7,2,0,0,0
ms,ho3,9/9/2018,Agent,1,1,1,0,0
ms,ho3,9/9/2018,Online,8,6,1,1,0.125
ms,ho3,9/10/2018,Agent,3,3,2,0,0
ms,ho3,9/10/2018,Online,13,9,0,0,0
ms,ho3,9/11/2018,Agent,3,3,3,0,0
ms,ho3,9/11/2018,Online,19,14,4,1,0.052631579
ms,ho3,9/12/2018,Agent,6,4,2,1,0.166666667
ms,ho3,9/12/2018,Online,15,10,1,0,0
ms,ho3,9/13/2018,Agent,3,3,3,1,0.333333333
ms,ho3,9/13/2018,Online,12,10,2,0,0
ms,ho3,9/14/2018,Agent,2,1,1,0,0
ms,ho3,9/14/2018,Online,15,9,2,0,0
ms,ho3,9/15/2018,Agent,2,1,0,0,0
ms,ho3,9/15/2018,Online,10,7,0,0,0
ms,ho3,9/16/2018,Agent,1,1,1,0,0
ms,ho3,9/16/2018,Online,6,5,2,0,0
ms,ho3,9/17/2018,Agent,3,2,0,0,0
ms,ho3,9/17/2018,Online,16,11,3,0,0
ms,ho3,9/18/2018,Agent,5,5,5,0,0
ms,ho3,9/18/2018,Online,10,8,1,0,0
ms,ho3,9/19/2018,Agent,3,2,2,0,0
ms,ho3,9/19/2018,Online,12,9,1,1,0.083333333
ms,ho3,9/20/2018,Agent,6,6,4,1,0.166666667
ms,ho3,9/20/2018,Online,15,14,5,0,0
ms,ho3,9/21/2018,Agent,1,1,1,0,0
ms,ho3,9/21/2018,Online,9,4,0,0,0
ms,ho3,9/22/2018,Agent,4,4,3,0,0
ms,ho3,9/22/2018,Online,4,4,2,1,0.25
ms,ho3,9/23/2018,Agent,3,3,3,0,0
ms,ho3,9/23/2018,Online,6,4,2,0,0
ms,ho3,9/24/2018,Agent,3,3,1,0,0
ms,ho3,9/24/2018,Online,15,11,2,0,0
ms,ho3,9/25/2018,Agent,3,3,0,0,0
ms,ho3,9/25/2018,Online,21,12,3,0,0
ms,ho3,9/26/2018,Agent,5,5,4,1,0.2
ms,ho3,9/26/2018,Online,15,10,2,1,0.066666667
ms,ho3,9/27/2018,Agent,3,3,0,1,0.333333333
ms,ho3,9/27/2018,Online,12,6,1,0,0
ms,ho3,9/28/2018,Agent,4,4,3,2,0.5
ms,ho3,9/28/2018,Online,27,18,5,0,0
ms,ho3,9/29/2018,Agent,7,6,3,0,0
ms,ho3,9/29/2018,Online,14,8,2,0,0
ms,ho3,9/30/2018,Online,6,4,1,0,0
nv,ho3,9/6/2018,Online,5,2,1,0,0
nv,ho6,9/6/2018,Online,1,1,1,0,0
nv,ho3,9/7/2018,Online,3,3,1,0,0
nv,ho6,9/7/2018,Agent,2,2,2,0,0
nv,ho6,9/7/2018,Online,1,0,0,0,0
nv,ho3,9/8/2018,Online,0,0,0,0,0
nv,ho3,9/9/2018,Online,4,2,0,0,0
nv,ho3,9/10/2018,Online,5,3,1,1,0.2
nv,ho6,9/10/2018,Online,1,0,0,0,0
nv,ho3,9/11/2018,Agent,6,6,5,0,0
nv,ho3,9/11/2018,Online,4,3,1,1,0.25
nv,ho3,9/12/2018,Agent,1,1,1,0,0
nv,ho3,9/12/2018,Online,4,2,0,0,0
nv,ho6,9/12/2018,Agent,1,1,1,0,0
nv,ho6,9/12/2018,Online,2,1,1,0,0
nv,ho3,9/13/2018,Agent,2,2,2,0,0
nv,ho3,9/13/2018,Online,7,5,1,1,0.142857143
nv,ho6,9/13/2018,Agent,1,1,0,0,0
nv,ho6,9/13/2018,Online,2,1,0,0,0
nv,ho3,9/14/2018,Agent,1,1,1,0,0
nv,ho3,9/14/2018,Online,6,2,1,0,0
nv,ho6,9/14/2018,Online,1,1,0,0,0
nv,ho3,9/15/2018,Agent,1,1,1,0,0
nv,ho3,9/15/2018,Online,4,2,0,0,0
nv,ho6,9/15/2018,Agent,1,1,1,0,0
nv,ho6,9/15/2018,Online,1,0,0,0,0
nv,ho3,9/16/2018,Agent,2,2,2,0,0
nv,ho3,9/16/2018,Online,5,3,1,1,0.2
nv,ho6,9/16/2018,Agent,1,1,1,0,0
nv,ho6,9/16/2018,Online,0,0,0,0,0
nv,ho3,9/17/2018,Agent,1,1,1,1,1
nv,ho3,9/17/2018,Online,8,5,0,0,0
nv,ho3,9/18/2018,Online,3,1,0,0,0
nv,ho6,9/18/2018,Online,3,3,1,0,0
nv,ho3,9/19/2018,Agent,1,1,0,0,0
nv,ho3,9/19/2018,Online,7,5,0,0,0
nv,ho6,9/19/2018,Agent,1,1,1,0,0
nv,ho6,9/19/2018,Online,1,1,1,1,1
nv,ho3,9/20/2018,Agent,1,1,1,0,0
nv,ho3,9/20/2018,Online,3,1,0,0,0
nv,ho3,9/21/2018,Agent,1,1,1,0,0
nv,ho3,9/21/2018,Online,5,2,2,1,0.2
nv,ho6,9/21/2018,Agent,1,1,1,0,0
nv,ho6,9/21/2018,Online,3,3,1,1,0.333333333
nv,ho3,9/22/2018,Agent,1,1,1,1,1
nv,ho3,9/22/2018,Online,2,1,0,0,0
nv,ho6,9/22/2018,Agent,1,1,1,0,0
nv,ho6,9/22/2018,Online,1,1,1,1,1
nv,ho3,9/23/2018,Online,6,2,0,0,0
nv,ho3,9/24/2018,Agent,2,2,2,0,0
nv,ho3,9/24/2018,Online,6,3,0,0,0
nv,ho6,9/24/2018,Online,4,3,2,1,0.25
nv,ho3,9/25/2018,Agent,2,2,1,0,0
nv,ho3,9/25/2018,Online,3,2,0,0,0
nv,ho6,9/25/2018,Online,2,1,0,0,0
nv,ho3,9/26/2018,Agent,6,5,4,0,0
nv,ho3,9/26/2018,Online,5,3,1,1,0.2
nv,ho6,9/26/2018,Online,2,2,1,1,0.5
nv,ho3,9/27/2018,Agent,3,3,3,0,0
nv,ho3,9/27/2018,Online,7,4,0,0,0
nv,ho6,9/27/2018,Agent,1,1,1,0,0
nv,ho6,9/27/2018,Online,3,3,0,0,0
nv,ho3,9/28/2018,Agent,2,2,2,0,0
nv,ho3,9/28/2018,Online,7,1,0,0,0
nv,ho6,9/28/2018,Online,1,1,0,0,0
nv,ho3,9/29/2018,Agent,3,3,3,1,0.333333333
nv,ho3,9/29/2018,Online,7,4,2,2,0.285714286
nv,ho3,9/30/2018,Online,2,1,0,0,0
nv,ho6,9/30/2018,Online,0,0,0,0,0
oh,ho3,7/1/2018,Agent,10,9,9,1,0.1
oh,ho3,7/1/2018,Online,17,11,1,0,0
oh,ho6,7/1/2018,Online,2,2,0,0,0
oh,ho3,7/2/2018,Agent,9,7,7,1,0.111111111
oh,ho3,7/2/2018,Online,21,14,1,0,0
oh,ho3,7/3/2018,Agent,6,6,6,1,0.166666667
oh,ho3,7/3/2018,Online,23,15,4,2,0.086956522
oh,ho6,7/3/2018,Online,3,2,0,0,0
oh,ho3,7/4/2018,Agent,5,5,5,1,0.2
oh,ho3,7/4/2018,Online,14,9,2,0,0
oh,ho6,7/4/2018,Online,1,0,0,0,0
oh,ho3,7/5/2018,Agent,10,9,4,1,0.1
oh,ho3,7/5/2018,Online,21,15,4,2,0.095238095
oh,ho6,7/5/2018,Online,1,0,0,0,0
oh,ho3,7/6/2018,Agent,7,7,5,1,0.142857143
oh,ho3,7/6/2018,Online,17,13,3,1,0.058823529
oh,ho6,7/6/2018,Agent,2,2,2,0,0
oh,ho6,7/6/2018,Online,2,0,0,0,0
oh,ho3,7/7/2018,Agent,1,1,1,0,0
oh,ho3,7/7/2018,Online,12,8,1,0,0
oh,ho6,7/7/2018,Agent,2,1,1,0,0
oh,ho6,7/7/2018,Online,1,1,0,0,0
oh,ho3,7/8/2018,Agent,4,4,4,1,0.25
oh,ho3,7/8/2018,Online,27,18,4,2,0.074074074
oh,ho6,7/8/2018,Online,2,0,0,0,0
oh,ho3,7/9/2018,Agent,5,5,5,0,0
oh,ho3,7/9/2018,Online,21,15,3,0,0
oh,ho6,7/9/2018,Online,3,2,0,0,0
oh,ho3,7/10/2018,Agent,3,3,3,0,0
oh,ho3,7/10/2018,Online,24,17,2,0,0
oh,ho6,7/10/2018,Online,3,1,0,0,0
oh,ho3,7/11/2018,Agent,5,5,4,1,0.2
oh,ho3,7/11/2018,Online,19,12,4,1,0.052631579
oh,ho6,7/11/2018,Online,2,1,0,0,0
oh,ho3,7/12/2018,Agent,11,11,9,0,0
oh,ho3,7/12/2018,Online,19,10,3,0,0
oh,ho6,7/12/2018,Online,0,0,0,0,0
oh,ho3,7/13/2018,Agent,3,3,2,0,0
oh,ho3,7/13/2018,Online,12,8,4,0,0
oh,ho3,7/14/2018,Agent,5,5,5,0,0
oh,ho3,7/14/2018,Online,17,10,0,0,0
oh,ho6,7/14/2018,Online,1,0,0,0,0
oh,ho3,7/15/2018,Agent,2,2,2,0,0
oh,ho3,7/15/2018,Online,12,9,0,0,0
oh,ho6,7/15/2018,Agent,1,1,1,0,0
oh,ho6,7/15/2018,Online,3,1,0,0,0
oh,ho3,7/16/2018,Agent,6,5,5,0,0
oh,ho3,7/16/2018,Online,15,8,1,1,0.066666667
oh,ho6,7/16/2018,Agent,2,2,2,0,0
oh,ho6,7/16/2018,Online,1,0,0,0,0
oh,ho3,7/17/2018,Agent,4,4,4,1,0.25
oh,ho3,7/17/2018,Online,28,17,4,2,0.071428571
oh,ho6,7/17/2018,Agent,1,1,1,0,0
oh,ho6,7/17/2018,Online,2,2,2,2,1
oh,ho3,7/18/2018,Agent,3,3,3,0,0
oh,ho3,7/18/2018,Online,25,15,3,1,0.04
oh,ho6,7/18/2018,Agent,1,1,0,1,1
oh,ho6,7/18/2018,Online,3,2,0,0,0
oh,ho3,7/19/2018,Agent,9,9,7,1,0.111111111
oh,ho3,7/19/2018,Online,21,14,4,1,0.047619048
oh,ho6,7/19/2018,Agent,1,1,1,0,0
oh,ho6,7/19/2018,Online,6,6,2,0,0
oh,ho3,7/20/2018,Agent,4,3,3,0,0
oh,ho3,7/20/2018,Online,22,12,2,1,0.045454545
oh,ho6,7/20/2018,Agent,2,2,2,1,0.5
oh,ho3,7/21/2018,Agent,8,7,7,2,0.25
oh,ho3,7/21/2018,Online,23,11,3,1,0.043478261
oh,ho6,7/21/2018,Online,5,1,0,0,0
oh,ho3,7/22/2018,Agent,2,2,1,0,0
oh,ho3,7/22/2018,Online,22,10,2,0,0
oh,ho6,7/22/2018,Agent,1,1,1,0,0
oh,ho6,7/22/2018,Online,2,1,0,0,0
oh,ho3,7/23/2018,Agent,6,6,5,1,0.166666667
oh,ho3,7/23/2018,Online,20,13,0,0,0
oh,ho6,7/23/2018,Agent,1,1,1,0,0
oh,ho6,7/23/2018,Online,1,1,1,1,1
oh,ho3,7/24/2018,Agent,10,9,9,2,0.2
oh,ho3,7/24/2018,Online,26,17,4,2,0.076923077
oh,ho6,7/24/2018,Agent,2,2,2,0,0
oh,ho6,7/24/2018,Online,5,2,1,1,0.2
oh,ho3,7/25/2018,Agent,4,4,4,0,0
oh,ho3,7/25/2018,Online,18,13,2,0,0
oh,ho6,7/25/2018,Online,1,1,1,0,0
oh,ho3,7/26/2018,Agent,7,7,7,1,0.142857143
oh,ho3,7/26/2018,Online,22,17,1,1,0.045454545
oh,ho6,7/26/2018,Online,1,0,0,0,0
oh,ho3,7/27/2018,Agent,11,11,10,3,0.272727273
oh,ho3,7/27/2018,Online,23,17,4,1,0.043478261
oh,ho6,7/27/2018,Online,1,0,0,0,0
oh,ho3,7/28/2018,Agent,6,6,3,0,0
oh,ho3,7/28/2018,Online,11,7,3,1,0.090909091
oh,ho6,7/28/2018,Online,1,0,0,0,0
oh,ho3,7/29/2018,Agent,1,0,0,0,0
oh,ho3,7/29/2018,Online,19,13,5,2,0.105263158
oh,ho6,7/29/2018,Online,1,1,1,0,0
oh,ho3,7/30/2018,Agent,7,7,7,2,0.285714286
oh,ho3,7/30/2018,Online,25,16,3,1,0.04
oh,ho6,7/30/2018,Online,4,3,1,1,0.25
oh,ho3,7/31/2018,Agent,9,8,8,0,0
oh,ho3,7/31/2018,Online,20,13,0,0,0
oh,ho6,7/31/2018,Online,2,2,1,0,0
oh,ho3,8/1/2018,Agent,7,7,7,0,0
oh,ho3,8/1/2018,Online,19,12,1,1,0.052631579
oh,ho6,8/1/2018,Online,8,3,1,0,0
oh,ho3,8/2/2018,Agent,3,3,2,2,0.666666667
oh,ho3,8/2/2018,Online,17,9,0,0,0
oh,ho6,8/2/2018,Agent,1,1,1,0,0
oh,ho3,8/3/2018,Agent,3,3,3,1,0.333333333
oh,ho3,8/3/2018,Online,18,13,4,0,0
oh,ho6,8/3/2018,Agent,2,2,2,0,0
oh,ho6,8/3/2018,Online,0,0,0,0,0
oh,ho3,8/4/2018,Agent,2,2,2,0,0
oh,ho3,8/4/2018,Online,18,11,4,1,0.055555556
oh,ho6,8/4/2018,Online,0,0,0,0,0
oh,ho3,8/5/2018,Agent,5,5,5,0,0
oh,ho3,8/5/2018,Online,5,2,0,0,0
oh,ho6,8/5/2018,Online,0,0,0,0,0
oh,ho3,8/6/2018,Agent,10,9,8,0,0
oh,ho3,8/6/2018,Online,20,14,1,0,0
oh,ho6,8/6/2018,Agent,1,1,1,0,0
oh,ho6,8/6/2018,Online,2,2,1,0,0
oh,ho3,8/7/2018,Agent,4,4,3,0,0
oh,ho3,8/7/2018,Online,20,14,3,1,0.05
oh,ho6,8/7/2018,Online,0,0,0,0,0
oh,ho3,8/8/2018,Agent,7,7,6,1,0.142857143
oh,ho3,8/8/2018,Online,22,15,2,1,0.045454545
oh,ho6,8/8/2018,Agent,1,1,1,0,0
oh,ho6,8/8/2018,Online,4,1,0,0,0
oh,ho3,8/9/2018,Agent,5,5,5,0,0
oh,ho3,8/9/2018,Online,24,18,5,1,0.041666667
oh,ho6,8/9/2018,Agent,2,2,2,0,0
oh,ho6,8/9/2018,Online,4,4,3,1,0.25
oh,ho3,8/10/2018,Agent,7,7,5,0,0
oh,ho3,8/10/2018,Online,24,18,6,4,0.166666667
oh,ho6,8/10/2018,Online,2,0,0,0,0
oh,ho3,8/11/2018,Agent,4,4,3,0,0
oh,ho3,8/11/2018,Online,12,11,4,2,0.166666667
oh,ho6,8/11/2018,Online,2,0,0,0,0
oh,ho3,8/12/2018,Agent,6,6,6,1,0.166666667
oh,ho3,8/12/2018,Online,15,8,3,1,0.066666667
oh,ho3,8/13/2018,Agent,4,4,4,1,0.25
oh,ho3,8/13/2018,Online,24,18,5,4,0.166666667
oh,ho6,8/13/2018,Agent,1,1,1,0,0
oh,ho6,8/13/2018,Online,2,2,0,0,0
oh,ho3,8/14/2018,Agent,10,10,9,4,0.4
oh,ho3,8/14/2018,Online,31,19,5,1,0.032258065
oh,ho6,8/14/2018,Online,2,1,0,0,0
oh,ho3,8/15/2018,Agent,9,8,8,3,0.333333333
oh,ho3,8/15/2018,Online,17,10,3,2,0.117647059
oh,ho6,8/15/2018,Online,1,0,0,0,0
oh,ho3,8/16/2018,Agent,5,5,4,1,0.2
oh,ho3,8/16/2018,Online,18,9,3,2,0.111111111
oh,ho6,8/16/2018,Agent,2,1,1,1,0.5
oh,ho6,8/16/2018,Online,2,1,1,1,0.5
oh,ho3,8/17/2018,Agent,10,9,7,0,0
oh,ho3,8/17/2018,Online,23,16,5,1,0.043478261
oh,ho6,8/17/2018,Online,1,0,0,0,0
oh,ho3,8/18/2018,Agent,6,6,6,0,0
oh,ho3,8/18/2018,Online,15,11,0,0,0
oh,ho6,8/18/2018,Agent,2,2,2,0,0
oh,ho6,8/18/2018,Online,2,1,1,0,0
oh,ho3,8/19/2018,Agent,2,2,2,0,0
oh,ho3,8/19/2018,Online,8,4,0,0,0
oh,ho3,8/20/2018,Agent,10,10,9,1,0.1
oh,ho3,8/20/2018,Online,14,8,3,2,0.142857143
oh,ho6,8/20/2018,Online,4,2,0,0,0
oh,ho3,8/21/2018,Agent,9,9,9,1,0.111111111
oh,ho3,8/21/2018,Online,26,15,3,2,0.076923077
oh,ho6,8/21/2018,Agent,1,1,1,1,1
oh,ho3,8/22/2018,Agent,12,12,12,1,0.083333333
oh,ho3,8/22/2018,Online,17,15,6,5,0.294117647
oh,ho6,8/22/2018,Online,1,1,0,0,0
oh,ho3,8/23/2018,Agent,6,6,6,2,0.333333333
oh,ho3,8/23/2018,Online,24,14,3,0,0
oh,ho6,8/23/2018,Online,4,2,0,0,0
oh,ho3,8/24/2018,Agent,9,8,8,0,0
oh,ho3,8/24/2018,Online,17,11,4,2,0.117647059
oh,ho3,8/25/2018,Agent,2,2,2,0,0
oh,ho3,8/25/2018,Online,19,12,2,1,0.052631579
oh,ho3,8/26/2018,Agent,3,3,2,1,0.333333333
oh,ho3,8/26/2018,Online,13,8,2,0,0
oh,ho6,8/26/2018,Online,1,1,1,0,0
oh,ho3,8/27/2018,Agent,5,5,5,0,0
oh,ho3,8/27/2018,Online,13,10,0,0,0
oh,ho6,8/27/2018,Online,1,0,0,0,0
oh,ho3,8/28/2018,Agent,7,7,6,0,0
oh,ho3,8/28/2018,Online,21,15,3,3,0.142857143
oh,ho6,8/28/2018,Online,6,4,0,0,0
oh,ho3,8/29/2018,Agent,8,8,7,0,0
oh,ho3,8/29/2018,Online,25,18,2,0,0
oh,ho6,8/29/2018,Online,1,1,0,0,0
oh,ho3,8/30/2018,Agent,4,4,3,1,0.25
oh,ho3,8/30/2018,Online,20,16,5,4,0.2
oh,ho6,8/30/2018,Agent,1,1,1,0,0
oh,ho6,8/30/2018,Online,3,2,0,0,0
oh,ho3,8/31/2018,Agent,10,9,9,1,0.1
oh,ho3,8/31/2018,Online,30,20,4,2,0.066666667
oh,ho6,8/31/2018,Agent,1,1,1,0,0
oh,ho6,8/31/2018,Online,6,2,0,0,0
oh,ho3,9/1/2018,Agent,3,3,3,0,0
oh,ho3,9/1/2018,Online,9,5,1,0,0
oh,ho6,9/1/2018,Agent,1,1,1,0,0
oh,ho6,9/1/2018,Online,2,1,1,1,0.5
oh,ho3,9/2/2018,Agent,1,1,1,0,0
oh,ho3,9/2/2018,Online,7,3,0,0,0
oh,ho6,9/2/2018,Agent,1,1,1,0,0
oh,ho6,9/2/2018,Online,1,0,0,0,0
oh,ho3,9/3/2018,Agent,2,2,2,0,0
oh,ho3,9/3/2018,Online,15,9,2,0,0
oh,ho6,9/3/2018,Online,2,2,0,0,0
oh,ho3,9/4/2018,Agent,6,5,4,3,0.5
oh,ho3,9/4/2018,Online,18,10,4,2,0.111111111
oh,ho6,9/4/2018,Online,2,2,0,0,0
oh,ho3,9/5/2018,Agent,11,10,10,1,0.090909091
oh,ho3,9/5/2018,Online,33,25,6,3,0.090909091
oh,ho6,9/5/2018,Online,3,1,1,1,0.333333333
oh,ho3,9/6/2018,Agent,4,4,4,0,0
oh,ho3,9/6/2018,Online,20,14,3,1,0.05
oh,ho6,9/6/2018,Agent,3,3,3,0,0
oh,ho6,9/6/2018,Online,4,1,0,0,0
oh,ho3,9/7/2018,Agent,2,2,2,1,0.5
oh,ho3,9/7/2018,Online,25,19,2,1,0.04
oh,ho6,9/7/2018,Online,1,1,0,0,0
oh,ho3,9/8/2018,Agent,5,5,5,1,0.2
oh,ho3,9/8/2018,Online,14,10,2,0,0
oh,ho3,9/9/2018,Agent,4,4,4,0,0
oh,ho3,9/9/2018,Online,11,6,0,0,0
oh,ho6,9/9/2018,Online,1,1,0,0,0
oh,ho3,9/10/2018,Agent,11,11,11,0,0
oh,ho3,9/10/2018,Online,13,11,4,1,0.076923077
oh,ho6,9/10/2018,Online,3,2,2,1,0.333333333
oh,ho3,9/11/2018,Agent,3,3,3,1,0.333333333
oh,ho3,9/11/2018,Online,19,14,2,0,0
oh,ho6,9/11/2018,Online,0,0,0,0,0
oh,ho3,9/12/2018,Agent,3,3,3,0,0
oh,ho3,9/12/2018,Online,19,14,5,1,0.052631579
oh,ho6,9/12/2018,Online,2,2,0,0,0
oh,ho3,9/13/2018,Agent,4,4,2,0,0
oh,ho3,9/13/2018,Online,17,9,0,0,0
oh,ho6,9/13/2018,Online,3,3,2,1,0.333333333
oh,ho3,9/14/2018,Agent,8,8,6,1,0.125
oh,ho3,9/14/2018,Online,20,10,4,1,0.05
oh,ho6,9/14/2018,Online,2,0,0,0,0
oh,ho3,9/15/2018,Agent,2,2,1,1,0.5
oh,ho3,9/15/2018,Online,12,6,1,1,0.083333333
oh,ho6,9/15/2018,Agent,1,1,1,0,0
oh,ho3,9/16/2018,Agent,5,5,4,0,0
oh,ho3,9/16/2018,Online,13,12,1,1,0.076923077
oh,ho6,9/16/2018,Online,0,0,0,0,0
oh,ho3,9/17/2018,Agent,4,4,3,0,0
oh,ho3,9/17/2018,Online,25,20,5,1,0.04
oh,ho6,9/17/2018,Online,6,6,2,1,0.166666667
oh,ho3,9/18/2018,Agent,6,6,5,1,0.166666667
oh,ho3,9/18/2018,Online,25,14,2,0,0
oh,ho6,9/18/2018,Agent,1,1,1,0,0
oh,ho6,9/18/2018,Online,2,2,1,1,0.5
oh,ho3,9/19/2018,Agent,8,8,7,2,0.25
oh,ho3,9/19/2018,Online,20,16,2,0,0
oh,ho3,9/20/2018,Agent,12,10,8,2,0.166666667
oh,ho3,9/20/2018,Online,22,17,4,2,0.090909091
oh,ho6,9/20/2018,Online,0,0,0,0,0
oh,ho3,9/21/2018,Agent,4,4,4,0,0
oh,ho3,9/21/2018,Online,24,18,5,2,0.083333333
oh,ho6,9/21/2018,Online,1,0,0,0,0
oh,ho3,9/22/2018,Agent,6,5,4,1,0.166666667
oh,ho3,9/22/2018,Online,13,9,3,0,0
oh,ho3,9/23/2018,Agent,3,3,3,1,0.333333333
oh,ho3,9/23/2018,Online,9,3,0,0,0
oh,ho6,9/23/2018,Online,1,1,0,0,0
oh,ho3,9/24/2018,Agent,4,4,4,2,0.5
oh,ho3,9/24/2018,Online,24,18,5,2,0.083333333
oh,ho6,9/24/2018,Agent,3,3,3,1,0.333333333
oh,ho6,9/24/2018,Online,3,3,1,1,0.333333333
oh,ho3,9/25/2018,Agent,6,6,6,0,0
oh,ho3,9/25/2018,Online,23,16,1,0,0
oh,ho6,9/25/2018,Online,3,1,0,0,0
oh,ho3,9/26/2018,Agent,7,7,7,0,0
oh,ho3,9/26/2018,Online,22,18,3,1,0.045454545
oh,ho6,9/26/2018,Agent,1,1,1,0,0
oh,ho6,9/26/2018,Online,2,2,1,0,0
oh,ho3,9/27/2018,Agent,5,5,5,0,0
oh,ho3,9/27/2018,Online,28,22,5,3,0.107142857
oh,ho6,9/27/2018,Agent,1,1,1,0,0
oh,ho6,9/27/2018,Online,2,1,0,0,0
oh,ho3,9/28/2018,Agent,8,8,7,1,0.125
oh,ho3,9/28/2018,Online,21,14,2,1,0.047619048
oh,ho3,9/29/2018,Agent,7,7,6,0,0
oh,ho3,9/29/2018,Online,23,15,1,1,0.043478261
oh,ho6,9/29/2018,Online,1,1,0,0,0
oh,ho3,9/30/2018,Agent,5,4,4,0,0
oh,ho3,9/30/2018,Online,18,13,4,4,0.222222222
pa,ho3,7/1/2018,Agent,7,6,4,0,0
pa,ho3,7/1/2018,Online,34,18,4,3,0.088235294
pa,ho6,7/1/2018,Agent,1,1,0,0,0
pa,ho6,7/1/2018,Online,1,1,1,1,1
pa,ho3,7/2/2018,Agent,12,11,8,0,0
pa,ho3,7/2/2018,Online,32,19,6,1,0.03125
pa,ho6,7/2/2018,Agent,1,1,1,0,0
pa,ho6,7/2/2018,Online,5,4,2,1,0.2
pa,ho3,7/3/2018,Agent,7,6,6,1,0.142857143
pa,ho3,7/3/2018,Online,28,18,3,0,0
pa,ho6,7/3/2018,Agent,1,1,1,0,0
pa,ho6,7/3/2018,Online,1,0,0,0,0
pa,ho3,7/4/2018,Agent,6,6,4,0,0
pa,ho3,7/4/2018,Online,32,19,4,1,0.03125
pa,ho6,7/4/2018,Online,2,0,0,0,0
pa,ho3,7/5/2018,Agent,3,3,3,0,0
pa,ho3,7/5/2018,Online,19,12,3,1,0.052631579
pa,ho6,7/5/2018,Agent,2,2,1,0,0
pa,ho6,7/5/2018,Online,3,1,0,0,0
pa,ho3,7/6/2018,Agent,7,6,5,0,0
pa,ho3,7/6/2018,Online,29,14,1,0,0
